final_ids_membs	final_ids_group	bound	    rs_final	    vs_final
128000000001679	126000000000007	0	 0.000000000	 0.000000000
120000000002194	126000000000007	0	 0.000000000	 0.000000000
128000000001804	126000000000007	0	 0.000000000	 0.000000000
128000000001962	126000000000007	0	 0.000000000	 0.000000000
128000000002122	126000000000007	0	 0.000000000	 0.000000000
128000000002778	126000000000007	0	 0.000000000	 0.000000000
123000000003903	126000000000007	0	 0.000000000	 0.000000000
128000000003514	126000000000007	0	 0.000000000	 0.000000000
128000000003336	126000000000007	0	 0.000000000	 0.000000000
128000000003409	126000000000007	0	 0.000000000	 0.000000000
128000000003484	126000000000007	0	 0.000000000	 0.000000000
118000000003927	126000000000007	0	 0.000000000	 0.000000000
119000000004802	126000000000007	0	 0.000000000	 0.000000000
128000000007251	126000000000007	0	 0.000000000	 0.000000000
128000000000295	119000000000026	0	 0.000000000	 0.000000000
128000000000742	119000000000026	0	 0.000000000	 0.000000000
128000000001130	119000000000026	0	 0.000000000	 0.000000000
121000000002289	119000000000026	0	 0.000000000	 0.000000000
128000000005000	119000000000026	0	 0.000000000	 0.000000000
128000000000986	119000000000025	0	 0.000000000	 0.000000000
128000000001772	119000000000025	0	 0.000000000	 0.000000000
128000000001947	119000000000025	0	 0.000000000	 0.000000000
128000000004341	119000000000025	0	 0.000000000	 0.000000000
128000000000701	118000000000052	0	 0.000000000	 0.000000000
126000000001895	118000000000052	0	 0.000000000	 0.000000000
128000000001279	118000000000052	0	 0.000000000	 0.000000000
128000000001619	118000000000052	0	 0.000000000	 0.000000000
117000000001793	118000000000052	0	 0.000000000	 0.000000000
119000000005227	118000000000052	0	 0.000000000	 0.000000000
128000000004817	118000000000052	0	 0.000000000	 0.000000000
118000000006210	118000000000052	1	 0.809934512	 0.998614057
126000000001895	128000000000701	0	 0.000000000	 0.000000000
117000000001793	128000000000701	0	 0.000000000	 0.000000000
118000000006210	128000000000701	0	 0.000000000	 0.000000000
128000000002450	119000000001143	0	 0.000000000	 0.000000000
128000000000814	128000000000017	1	 0.394909374	 1.357016040
128000000001045	128000000000017	0	 3.239122743	 2.858861726
128000000001405	128000000000017	0	 1.063374831	 1.172465224
128000000001512	128000000000017	0	 2.163877956	 2.119902328
128000000001615	128000000000017	0	 2.181436923	 1.830182650
128000000001780	128000000000017	0	 3.726137965	 3.519464372
128000000002011	128000000000017	0	 3.237562037	 2.001300797
128000000002166	128000000000017	0	 2.539048469	 1.963258582
128000000002512	128000000000017	0	 2.841797155	 2.369808112
119000000000344	128000000000083	0	 0.000000000	 0.000000000
128000000001212	128000000000083	1	 0.543849737	 0.753949531
128000000001203	128000000000083	0	 2.763034202	 3.220475421
128000000000701	128000000000159	0	10.181189802	 9.080564129
128000000002042	128000000000159	1	 0.218494333	 1.372626104
128000000004817	128000000000159	0	 3.585958574	 2.723480379
119000000000051	119000000000009	1	 0.893650181	 0.450967423
128000000000696	119000000000009	0	 0.000000000	 0.000000000
122000000000992	119000000000009	0	 0.000000000	 0.000000000
128000000000330	122000000000007	0	 0.000000000	 0.000000000
128000000000282	122000000000007	0	 0.000000000	 0.000000000
123000000000281	122000000000007	0	 0.000000000	 0.000000000
128000000000373	122000000000007	0	 0.000000000	 0.000000000
128000000000734	122000000000007	0	 0.000000000	 0.000000000
128000000000502	122000000000007	0	 0.000000000	 0.000000000
128000000000614	122000000000007	0	 0.000000000	 0.000000000
128000000000881	122000000000007	0	 0.000000000	 0.000000000
128000000001078	122000000000007	0	 0.000000000	 0.000000000
128000000001232	122000000000007	0	 0.000000000	 0.000000000
128000000001186	122000000000007	0	 0.000000000	 0.000000000
128000000001329	122000000000007	0	 0.000000000	 0.000000000
128000000001701	122000000000007	0	 0.000000000	 0.000000000
128000000001521	122000000000007	0	 0.000000000	 0.000000000
128000000001586	122000000000007	0	 0.000000000	 0.000000000
128000000001575	122000000000007	0	 0.000000000	 0.000000000
128000000001678	122000000000007	0	 0.000000000	 0.000000000
128000000001775	122000000000007	0	 0.000000000	 0.000000000
128000000001855	122000000000007	0	 0.000000000	 0.000000000
128000000002025	122000000000007	0	 0.000000000	 0.000000000
128000000002388	122000000000007	0	 0.000000000	 0.000000000
128000000002866	122000000000007	0	 0.000000000	 0.000000000
128000000004163	122000000000007	0	 0.000000000	 0.000000000
128000000001701	128000000000734	0	 9.809244763	 5.271916907
121000000003509	121000000002404	1	 0.836969244	 0.931685851
122000000001797	128000000000095	0	 0.000000000	 0.000000000
128000000003883	128000000000095	0	 1.767664597	 2.579450027
128000000000055	128000000000004	1	 0.299464731	 1.094164528
128000000000080	128000000000004	1	 0.993943728	 0.731953146
128000000000112	128000000000004	0	 1.527913518	 2.523421911
128000000000498	128000000000004	0	 1.232649660	 1.456236069
128000000000540	128000000000004	0	 1.008381143	 1.301762721
128000000000605	128000000000004	0	 2.295145061	 2.359367577
128000000000651	128000000000004	0	 1.992923828	 1.659661901
128000000000752	128000000000004	1	 0.535792184	 1.478499692
128000000001012	128000000000004	1	 0.188155148	 1.206716282
128000000001053	128000000000004	1	 1.020108922	 0.565568337
128000000000932	128000000000004	1	 1.522896414	 0.340872994
128000000001404	128000000000004	0	 1.712482426	 1.716532345
128000000001364	128000000000004	0	 0.538614217	 2.731545044
128000000001494	128000000000004	0	 0.878421678	 1.750605089
128000000001563	128000000000004	0	 1.069527001	 2.251727512
128000000001707	128000000000004	0	 1.139027612	 1.756549656
128000000001629	128000000000004	0	 1.248426011	 2.056718498
128000000001922	128000000000004	1	 0.152647652	 0.949746344
128000000001793	128000000000004	0	 0.509076436	 1.668887451
128000000001842	128000000000004	1	 0.590861544	 1.353290422
128000000001949	128000000000004	0	 0.901903484	 1.486675833
128000000002015	128000000000004	0	 1.533301115	 1.400504168
128000000002079	128000000000004	0	 1.137282507	 1.904681165
128000000002375	128000000000004	0	 0.920340343	 1.887769602
128000000002221	128000000000004	1	 0.582055772	 1.136058218
128000000002386	128000000000004	0	 0.991791165	 1.455693499
128000000002363	128000000000004	0	 1.117221812	 3.012416054
128000000002531	128000000000004	0	 0.978425654	 1.653651984
128000000003190	128000000000004	1	 0.920855404	 0.980136416
127000000003277	128000000000004	0	 0.000000000	 0.000000000
128000000003374	128000000000004	1	 0.372787976	 1.573941849
128000000002531	128000000000080	0	 1.407675133	 4.203545868
128000000001941	128000000000256	1	 0.199742314	 0.147417883
128000000000758	128000000000027	0	 1.878281804	 2.637440218
128000000001878	128000000000027	0	 0.679129666	 1.521919962
128000000001625	128000000000035	0	 1.004776931	 1.784385966
128000000002165	128000000000035	1	 0.112263471	 1.603676049
128000000002183	128000000000035	1	 0.504634753	 0.699326508
127000000003660	128000000000035	0	 0.000000000	 0.000000000
128000000002025	124000000000030	0	 0.000000000	 0.000000000
128000000000280	128000000000052	0	 0.771778165	 1.642038557
128000000003029	128000000000052	1	 0.313066356	 1.409319050
128000000003223	128000000000052	0	 0.931275023	 1.420169305
128000000000260	128000000000061	1	 0.642553731	 0.906862309
128000000001136	128000000000079	1	 0.141033798	 1.412731195
128000000002780	128000000000079	1	 0.510692036	 0.643648140
128000000000985	128000000000176	0	 1.054117332	 1.417796497
128000000003936	128000000001728	1	 0.805347893	 1.037325769
127000000002443	128000000000626	0	 0.000000000	 0.000000000
128000000002550	128000000001846	1	 1.452315047	 0.334572493
 72000000003843	 75000000000205	0	 0.000000000	 0.000000000
 67000000002016	 67000000000486	1	 0.402328890	 0.850380737
 75000000001441	 82000000000059	0	 0.000000000	 0.000000000
 74000000001954	 82000000000059	0	 0.000000000	 0.000000000
 98000000004931	 82000000000059	0	 0.000000000	 0.000000000
 76000000002646	 82000000000059	0	 0.000000000	 0.000000000
 76000000000911	 82000000000049	0	 0.000000000	 0.000000000
102000000004003	 78000000000360	0	 0.000000000	 0.000000000
 78000000001330	107000000002226	0	 0.000000000	 0.000000000
 87000000004520	 80000000000294	0	 0.000000000	 0.000000000
 82000000000380	 82000000000017	1	 0.737580832	 0.551814171
 91000000001320	 82000000000017	0	 0.000000000	 0.000000000
 82000000001889	 82000000000017	0	 1.105286473	 1.148603579
 91000000005904	 82000000000017	0	 0.000000000	 0.000000000
 90000000005050	 99000000000954	0	 0.000000000	 0.000000000
 84000000002350	109000000004523	0	 0.000000000	 0.000000000
 85000000000185	128000000000320	0	 0.000000000	 0.000000000
116000000003341	128000000000320	0	 0.000000000	 0.000000000
 89000000001608	128000000000539	0	 0.000000000	 0.000000000
128000000001240	107000000000478	0	 0.000000000	 0.000000000
128000000000811	 90000000000037	0	 0.000000000	 0.000000000
128000000001172	 90000000000037	0	 0.000000000	 0.000000000
 90000000002668	 96000000000291	0	 0.000000000	 0.000000000
 94000000000166	 98000000000046	0	 0.000000000	 0.000000000
128000000002266	 98000000000046	0	 0.000000000	 0.000000000
 92000000001182	 98000000000046	0	 0.000000000	 0.000000000
 99000000001575	 98000000000046	0	 0.000000000	 0.000000000
128000000002435	 98000000000046	0	 0.000000000	 0.000000000
103000000004112	 98000000000046	0	 0.000000000	 0.000000000
102000000006740	 98000000000046	0	 0.000000000	 0.000000000
128000000000490	 94000000000101	0	 0.000000000	 0.000000000
 93000000001064	 94000000000101	0	 0.000000000	 0.000000000
 92000000001819	 94000000000101	0	 0.000000000	 0.000000000
 94000000004609	128000000002447	0	 0.000000000	 0.000000000
128000000001703	 94000000000089	0	 0.000000000	 0.000000000
128000000001763	128000000001021	0	 6.516657684	20.773533989
 93000000001064	128000000000490	0	 0.000000000	 0.000000000
 93000000003712	128000000005118	0	 0.000000000	 0.000000000
128000000000418	 96000000000021	0	 0.000000000	 0.000000000
128000000001069	 96000000000021	0	 0.000000000	 0.000000000
128000000002056	 96000000000021	0	 0.000000000	 0.000000000
 96000000002491	 96000000000021	1	 0.316500293	 0.846746984
 95000000002844	 96000000000021	0	 0.000000000	 0.000000000
 97000000001520	128000000000150	0	 0.000000000	 0.000000000
128000000003079	128000000000150	0	 5.190753887	31.372522855
 97000000002398	128000000000418	0	 0.000000000	 0.000000000
128000000000376	128000000001049	0	17.396044871	58.622016161
107000000003478	128000000001049	0	 0.000000000	 0.000000000
100000000001510	128000000001531	0	 0.000000000	 0.000000000
128000000003079	 97000000001520	0	 0.000000000	 0.000000000
 99000000000036	 98000000000007	0	 0.000000000	 0.000000000
 98000000000287	 98000000000007	0	 0.544702987	 1.936437989
111000000000803	 98000000000007	0	 0.000000000	 0.000000000
128000000000871	 98000000000007	0	 0.000000000	 0.000000000
128000000001380	 98000000000007	0	 0.000000000	 0.000000000
128000000001186	 98000000000007	0	 0.000000000	 0.000000000
 98000000001284	 98000000000007	0	 0.767079896	 1.705975846
128000000001425	 98000000000007	0	 0.000000000	 0.000000000
113000000001944	 98000000000007	0	 0.000000000	 0.000000000
128000000001748	 98000000000007	0	 0.000000000	 0.000000000
128000000002024	 98000000000007	0	 0.000000000	 0.000000000
119000000003050	 98000000000007	0	 0.000000000	 0.000000000
119000000007864	 98000000000007	0	 0.000000000	 0.000000000
104000000004369	 98000000000007	0	 0.000000000	 0.000000000
108000000004251	 98000000000007	0	 0.000000000	 0.000000000
100000000004370	 98000000000007	0	 0.000000000	 0.000000000
113000000001944	 99000000000036	0	 0.000000000	 0.000000000
119000000003050	 99000000000036	0	 0.000000000	 0.000000000
 97000000001894	128000000002048	0	 0.000000000	 0.000000000
113000000004482	120000000002705	0	 0.000000000	 0.000000000
128000000001162	100000000000018	0	 0.000000000	 0.000000000
128000000005155	100000000000018	0	 0.000000000	 0.000000000
110000000000242	128000000000264	0	 0.000000000	 0.000000000
 99000000000988	128000000000264	0	 0.000000000	 0.000000000
110000000001283	128000000000264	0	 0.000000000	 0.000000000
 99000000001794	110000000000242	0	 0.000000000	 0.000000000
111000000001725	128000000000072	0	 0.000000000	 0.000000000
128000000004449	128000000000072	0	 5.029951894	19.147501426
128000000003733	128000000000072	0	 5.237867367	19.752555672
109000000005935	128000000000072	0	 0.000000000	 0.000000000
128000000000821	128000000000061	0	10.280382720	18.284482853
128000000001870	128000000000061	0	 8.588945787	15.417320922
128000000002638	128000000000061	0	 1.997406243	 6.595392708
109000000006795	128000000000061	0	 0.000000000	 0.000000000
128000000002363	128000000000304	0	 4.838665995	22.231419700
128000000000398	109000000000200	0	 0.000000000	 0.000000000
105000000000089	128000000000081	0	 0.000000000	 0.000000000
105000000000489	128000000000081	0	 0.000000000	 0.000000000
128000000001453	128000000000081	0	 4.560142542	 1.197436674
128000000001053	128000000000081	0	 6.777509040	10.108666645
128000000001209	128000000000081	0	 6.694556614	15.780413370
128000000001514	128000000000081	0	 9.735250567	10.907971528
105000000001533	128000000000081	0	 0.000000000	 0.000000000
128000000002683	128000000000081	0	 0.570161320	 7.337540613
128000000002124	128000000000081	0	11.123939931	10.887853399
128000000002776	128000000000081	0	13.089969105	 8.763723245
128000000003433	128000000000081	0	12.547873006	12.094302698
128000000002562	128000000000081	0	 7.888594619	20.531092281
120000000004098	128000000000081	0	 0.000000000	 0.000000000
103000000000338	128000000000160	0	 0.000000000	 0.000000000
128000000001303	128000000000305	0	 8.436194252	13.726997752
103000000001344	128000000000305	0	 0.000000000	 0.000000000
128000000003512	128000000001277	0	 8.752373776	38.807615586
103000000001579	128000000000543	0	 0.000000000	 0.000000000
105000000001533	105000000000089	1	 0.655829411	 0.717806723
105000000000243	122000000000013	0	 0.000000000	 0.000000000
107000000001142	122000000000013	0	 0.000000000	 0.000000000
128000000001483	122000000000013	0	 0.000000000	 0.000000000
128000000001401	122000000000013	0	 0.000000000	 0.000000000
128000000001636	122000000000013	0	 0.000000000	 0.000000000
105000000001695	122000000000013	0	 0.000000000	 0.000000000
128000000001728	122000000000013	0	 0.000000000	 0.000000000
109000000002411	122000000000013	0	 0.000000000	 0.000000000
123000000003501	122000000000013	0	 0.000000000	 0.000000000
111000000003104	122000000000013	0	 0.000000000	 0.000000000
106000000002708	122000000000013	0	 0.000000000	 0.000000000
128000000002291	122000000000013	0	 0.000000000	 0.000000000
128000000002489	122000000000013	0	 0.000000000	 0.000000000
128000000002828	122000000000013	0	 0.000000000	 0.000000000
128000000003181	122000000000013	0	 0.000000000	 0.000000000
125000000002140	106000000000069	0	 0.000000000	 0.000000000
107000000002958	106000000000069	0	 0.000000000	 0.000000000
128000000001218	128000000000902	0	 7.637890419	14.015199572
105000000001504	128000000001276	0	 0.000000000	 0.000000000
105000000002851	128000000002737	0	 0.000000000	 0.000000000
115000000001935	128000000000148	0	 0.000000000	 0.000000000
115000000003691	128000000000148	0	 0.000000000	 0.000000000
119000000003006	128000000000148	0	 0.000000000	 0.000000000
113000000001533	128000000000170	0	 0.000000000	 0.000000000
112000000002449	128000000000170	0	 0.000000000	 0.000000000
106000000001992	107000000000385	0	 0.000000000	 0.000000000
106000000003882	106000000001287	1	 0.890937970	 0.753063226
119000000000067	108000000000004	0	 0.000000000	 0.000000000
128000000000129	108000000000004	0	 0.000000000	 0.000000000
128000000000209	108000000000004	0	 0.000000000	 0.000000000
128000000000358	108000000000004	0	 0.000000000	 0.000000000
109000000000820	108000000000004	0	 0.000000000	 0.000000000
128000000001047	108000000000004	0	 0.000000000	 0.000000000
128000000001392	108000000000004	0	 0.000000000	 0.000000000
128000000001270	108000000000004	0	 0.000000000	 0.000000000
128000000001294	108000000000004	0	 0.000000000	 0.000000000
128000000001417	108000000000004	0	 0.000000000	 0.000000000
128000000001820	108000000000004	0	 0.000000000	 0.000000000
128000000001894	108000000000004	0	 0.000000000	 0.000000000
128000000002391	108000000000004	0	 0.000000000	 0.000000000
109000000003155	108000000000004	0	 0.000000000	 0.000000000
128000000002742	108000000000004	0	 0.000000000	 0.000000000
128000000002822	108000000000004	0	 0.000000000	 0.000000000
128000000003166	108000000000004	0	 0.000000000	 0.000000000
128000000003842	108000000000004	0	 0.000000000	 0.000000000
109000000004671	108000000000004	0	 0.000000000	 0.000000000
128000000005811	108000000000004	0	 0.000000000	 0.000000000
109000000004637	128000000000561	0	 0.000000000	 0.000000000
110000000001482	128000000000070	0	 0.000000000	 0.000000000
128000000001696	128000000000070	0	 2.743694339	 6.313363490
128000000001479	128000000000070	0	10.713158119	 7.912707534
128000000003091	128000000000070	0	 7.153928254	17.343564309
128000000003768	128000000000070	0	 6.727227603	11.218055920
128000000000413	119000000000067	0	 0.000000000	 0.000000000
128000000001820	119000000000067	0	 0.000000000	 0.000000000
109000000000227	128000000000007	0	 0.000000000	 0.000000000
128000000000510	128000000000007	0	10.807606551	 2.079542123
128000000000298	128000000000007	0	 4.166139807	 6.362945150
128000000000336	128000000000007	0	 8.798923732	 2.891641665
128000000000796	128000000000007	1	 0.315655117	 0.568182250
128000000000905	128000000000007	1	 0.458492615	 1.506631273
128000000000968	128000000000007	0	 0.851710131	 3.753373100
128000000001108	128000000000007	0	 0.837930090	 4.297979684
128000000001078	128000000000007	0	 2.766209041	 7.473077556
128000000001806	128000000000007	0	 1.482066439	 6.649078696
128000000001598	128000000000007	0	 7.887846713	 3.397579437
128000000002179	128000000000007	0	 2.791726638	 5.771493015
128000000001589	128000000000007	0	11.585413269	 1.815858359
128000000002006	128000000000007	0	 3.925034852	 6.752460437
128000000001871	128000000000007	0	14.003449950	 0.679736516
128000000002357	128000000000007	0	 0.604449392	 2.586711108
128000000002634	128000000000007	0	 2.081959670	 3.273498982
128000000002734	128000000000007	0	16.665081113	 1.420453800
128000000002558	128000000000007	0	 1.244269383	 4.767553312
128000000003242	128000000000007	0	 7.285663100	 3.917436708
128000000003030	128000000000007	0	 1.381983302	 2.091056357
128000000004374	128000000000007	0	 7.501150998	 3.958483535
128000000002217	128000000000140	1	 0.199607301	 1.883353611
113000000001687	128000000000431	0	 0.000000000	 0.000000000
115000000002203	128000000000067	0	 0.000000000	 0.000000000
112000000002079	128000000000067	0	 0.000000000	 0.000000000
123000000001146	128000000000193	0	 0.000000000	 0.000000000
128000000000988	128000000000193	0	 2.784216788	 1.027541088
128000000003500	128000000000177	0	 8.304528224	 3.245941367
114000000001236	128000000000143	0	 0.000000000	 0.000000000
113000000002235	128000000000223	0	 0.000000000	 0.000000000
121000000002315	128000000000046	0	 0.000000000	 0.000000000
117000000003069	128000000000046	0	 0.000000000	 0.000000000
128000000001526	128000000000138	0	 4.655119899	 2.531433391
116000000002019	128000000000601	0	 0.000000000	 0.000000000
128000000000736	128000000000066	1	 0.155810856	 0.639515152
115000000000662	128000000000066	0	 0.000000000	 0.000000000
118000000001375	128000000000066	0	 0.000000000	 0.000000000
121000000002195	128000000000066	0	 0.000000000	 0.000000000
128000000003274	128000000000066	0	 1.717781108	 0.729481745
128000000001112	128000000000056	0	 5.916660621	 3.102299424
128000000001593	128000000000056	1	 0.444699617	 1.205899601
128000000003347	128000000000056	0	 3.226751439	 2.044302774
119000000001128	128000000000184	0	 0.000000000	 0.000000000
128000000002482	128000000001673	0	 1.801433241	 0.588031978
120000000001857	128000000000249	0	 0.000000000	 0.000000000
124000000001913	128000000000162	0	 0.000000000	 0.000000000
127000000000807	128000000000104	0	 0.000000000	 0.000000000
128000000000141	128000000000004	0	 1.596456811	 2.339999944
128000000001092	128000000000004	1	 0.211149605	 1.567451209
128000000000725	128000000000004	1	 0.414310814	 0.889714509
128000000000708	128000000000004	1	 0.289065783	 2.147247721
128000000000745	128000000000004	1	 0.220714953	 1.636013551
128000000001008	128000000000004	1	 0.502291491	 0.982440974
128000000001010	128000000000004	0	 1.629091811	 2.346798067
128000000001152	128000000000004	1	 0.088709710	 1.848827061
128000000001268	128000000000004	1	 0.565298476	 1.392403635
128000000001264	128000000000004	1	 0.316702201	 1.852137852
128000000001442	128000000000004	0	 0.702896684	 1.361606868
128000000001456	128000000000004	1	 0.477468906	 1.230408288
128000000001391	128000000000004	0	 1.466659248	 2.455355855
128000000001990	128000000000004	1	 0.380871717	 0.457244671
128000000001587	128000000000004	0	 0.700857238	 1.424828609
128000000001504	128000000000004	0	 1.244181471	 3.225375726
128000000001657	128000000000004	1	 0.432901507	 1.106461997
128000000001692	128000000000004	1	 0.691749219	 0.976491609
128000000001647	128000000000004	1	 0.804687656	 1.151896766
128000000001672	128000000000004	1	 0.768466825	 1.014359878
128000000002200	128000000000004	1	 0.674054656	 0.735303306
128000000002156	128000000000004	0	 0.874310431	 1.745070825
128000000002180	128000000000004	1	 0.160097683	 1.045919888
128000000002365	128000000000004	0	 1.330169590	 3.254467663
128000000002977	128000000000004	0	 0.951848308	 1.556150242
128000000003106	128000000000004	0	 1.128030888	 1.755508208
128000000001496	128000000000036	1	 0.280135555	 1.189554990
128000000001688	127000000000739	0	 0.000000000	 0.000000000
128000000001777	128000000000277	1	 0.421233813	 0.220987800
 71000000004583	 87000000000132	0	 0.000000000	 0.000000000
 77000000003415	 79000000000512	0	 0.000000000	 0.000000000
 79000000000512	 86000000000137	0	 0.000000000	 0.000000000
 83000000000724	128000000000441	0	 0.000000000	 0.000000000
 96000000003087	 90000000000259	0	 0.000000000	 0.000000000
 87000000002101	 90000000000259	0	 0.000000000	 0.000000000
 87000000001327	128000000001991	0	 0.000000000	 0.000000000
 88000000002274	 90000000000061	0	 0.000000000	 0.000000000
 93000000000241	 99000000000076	0	 0.000000000	 0.000000000
 98000000001905	 99000000000076	0	 0.000000000	 0.000000000
126000000002682	 99000000000076	0	 0.000000000	 0.000000000
128000000002751	 99000000000076	0	 0.000000000	 0.000000000
103000000006210	 99000000000076	0	 0.000000000	 0.000000000
104000000005726	 99000000000076	0	 0.000000000	 0.000000000
 93000000001424	 95000000000096	0	 0.000000000	 0.000000000
 91000000005498	 95000000000096	0	 0.000000000	 0.000000000
128000000002372	128000000000145	0	 3.311480865	 3.803973692
105000000007335	128000000001062	0	 0.000000000	 0.000000000
100000000001520	128000000000564	0	 0.000000000	 0.000000000
128000000004272	128000000001000	0	20.267711705	12.649794846
 96000000000439	 94000000000056	0	 0.000000000	 0.000000000
128000000002195	128000000001440	0	16.682943165	33.723701105
 97000000002645	128000000000860	0	 0.000000000	 0.000000000
 95000000002717	128000000001221	0	 0.000000000	 0.000000000
113000000003975	103000000000091	0	 0.000000000	 0.000000000
102000000007890	103000000000091	0	 0.000000000	 0.000000000
101000000003487	108000000000408	0	 0.000000000	 0.000000000
100000000003756	128000000002797	0	 0.000000000	 0.000000000
108000000000408	107000000000022	0	 0.000000000	 0.000000000
115000000002269	107000000000022	0	 0.000000000	 0.000000000
128000000001522	107000000000022	0	 0.000000000	 0.000000000
117000000002210	107000000000022	0	 0.000000000	 0.000000000
