        host_id	    z=0_host_id
121000000001541	128000000001501
116000000001174	128000000001508
110000000001365	128000000001511
118000000001479	128000000001512
107000000001632	128000000001513
123000000001198	128000000001515
121000000001553	128000000001521
 93000000001204	128000000001522
116000000001342	128000000001525
117000000001596	128000000001527
 95000000001407	128000000001536
102000000001529	128000000001541
117000000001613	128000000001547
 97000000000989	128000000001553
116000000001476	128000000001559
126000000001543	128000000001560
 94000000001547	128000000001562
122000000001536	128000000001563
126000000001547	128000000001566
109000000001237	128000000001567
117000000001368	128000000001568
125000000001585	128000000001571
128000000001573	128000000001573
120000000001612	128000000001575
128000000001576	128000000001576
121000000001581	128000000001586
 91000000001224	128000000001588
116000000001699	128000000001599
126000000001521	128000000001604
100000000001504	128000000001610
118000000001353	128000000001611
116000000001674	128000000001613
118000000001519	128000000001615
 98000000001483	128000000001618
117000000001669	128000000001619
124000000001645	128000000001625
 98000000001066	128000000001628
123000000001605	128000000001629
112000000001640	128000000001630
117000000001571	128000000001641
128000000001648	128000000001648
115000000001634	128000000001650
109000000001688	128000000001653
113000000001671	128000000001656
127000000001662	128000000001660
124000000001465	128000000001663
118000000001733	128000000001667
 92000000001526	128000000001676
122000000001722	128000000001678
116000000001696	128000000001679
126000000001699	128000000001683
124000000001728	128000000001687
117000000001554	128000000001689
121000000001456	128000000001701
110000000001079	128000000001702
127000000001654	128000000001704
122000000001574	128000000001707
 95000000000997	128000000001718
 97000000001813	128000000001724
112000000001848	128000000001725
126000000001537	128000000001728
128000000001740	128000000001740
117000000001797	128000000001745
114000000001724	128000000001749
116000000001567	128000000001767
117000000001834	128000000001772
122000000001772	128000000001775
118000000001974	128000000001780
128000000001787	128000000001787
102000000000989	128000000001792
122000000001789	128000000001793
111000000001758	128000000001795
128000000001796	128000000001796
116000000001846	128000000001804
111000000001325	128000000001811
116000000002086	128000000001812
125000000001731	128000000001816
 96000000001701	128000000001819
115000000001748	128000000001822
 93000000001249	128000000001831
116000000001853	128000000001834
117000000001647	128000000001837
123000000001813	128000000001842
128000000001846	128000000001846
115000000001422	128000000001851
 96000000001721	128000000001852
116000000001791	128000000001854
122000000001811	128000000001855
116000000001772	128000000001857
116000000001421	128000000001862
114000000001846	128000000001866
124000000001878	128000000001867
126000000001856	128000000001868
113000000001418	128000000001877
125000000001835	128000000001878
111000000001848	128000000001899
120000000001842	128000000001901
117000000001719	128000000001910
122000000001958	128000000001912
107000000001738	128000000001921
121000000001707	128000000001922
121000000001854	128000000001926
123000000001463	128000000001941
119000000002076	128000000001947
120000000001724	128000000001959
116000000001998	128000000001962
125000000001953	128000000001963
 99000000001437	128000000001985
104000000001737	128000000001999
128000000002000	128000000002000
 95000000001223	128000000002006
 96000000001511	128000000002007
118000000002000	128000000002011
122000000001981	128000000002015
122000000001951	128000000002025
 97000000001876	128000000002031
128000000002036	128000000002036
109000000001958	128000000002037
128000000002039	128000000002039
117000000001527	128000000002042
116000000002001	128000000002045
125000000001991	128000000002051
126000000002041	128000000002053
120000000001574	128000000002057
124000000001995	128000000002066
125000000001975	128000000002067
118000000002197	128000000002068
122000000001989	128000000002079
110000000002105	128000000002081
116000000001691	128000000002083
 96000000001830	128000000002100
117000000002163	128000000002111
108000000002221	128000000002112
121000000002208	128000000002113
109000000001729	128000000002120
117000000002193	128000000002122
104000000001328	128000000002151
120000000002106	128000000002157
108000000002427	128000000002158
104000000002161	128000000002164
117000000002168	128000000002166
128000000002170	128000000002170
102000000001870	128000000002177
102000000002313	128000000002182
125000000002138	128000000002183
110000000002014	128000000002211
118000000002151	128000000002214
123000000002259	128000000002221
100000000001646	128000000002222
118000000002372	128000000002225
128000000002227	128000000002227
126000000002236	128000000002252
107000000001606	128000000002263
113000000002003	128000000002264
 99000000001650	128000000002265
121000000002070	128000000002276
113000000002150	128000000002282
128000000002290	128000000002290
127000000002320	128000000002298
113000000002262	128000000002299
 99000000001829	128000000002312
123000000002372	128000000002332
101000000001699	128000000002333
128000000002358	128000000002358
125000000002399	128000000002363
121000000002063	128000000002375
 96000000001926	128000000002376
125000000002328	128000000002381
122000000002343	128000000002386
120000000001590	128000000002388
118000000002164	128000000002396
121000000001787	128000000002417
118000000002414	128000000002433
123000000002119	128000000002444
110000000002351	128000000002445
116000000002647	128000000002450
109000000002222	128000000002459
104000000001683	128000000002460
122000000001760	128000000002468
126000000002523	128000000002470
117000000002455	128000000002493
118000000002536	128000000002503
118000000002411	128000000002512
128000000002524	128000000002524
126000000002086	128000000002529
 98000000002295	128000000002532
119000000002941	128000000002534
128000000002550	128000000002550
118000000002570	128000000002555
123000000002139	128000000002564
119000000002412	128000000002577
124000000002589	128000000002584
116000000002068	128000000002586
128000000002589	128000000002589
116000000002516	128000000002593
127000000002562	128000000002594
101000000001857	128000000002607
128000000002610	128000000002610
100000000001809	128000000002612
127000000002463	128000000002619
116000000002376	128000000002636
118000000002660	128000000002653
108000000002713	128000000002668
126000000002624	128000000002671
117000000002771	128000000002676
127000000003232	128000000002693
126000000002674	128000000002696
108000000002616	128000000002701
122000000002801	128000000002702
118000000002777	128000000002716
 97000000002358	128000000002738
113000000002332	128000000002745
118000000003516	128000000002751
115000000002679	128000000002754
115000000002264	128000000002759
116000000003074	128000000002763
118000000002253	128000000002769
116000000002428	128000000002778
124000000002833	128000000002780
101000000002941	128000000002792
100000000001941	128000000002798
101000000002442	128000000002805
123000000002537	128000000002815
118000000002496	128000000002850
121000000002824	128000000002866
124000000002654	128000000002875
 93000000002583	128000000002889
126000000002954	128000000002901
122000000002651	128000000002907
 96000000002016	128000000002908
124000000002771	128000000002917
128000000002924	128000000002924
125000000002890	128000000002926
109000000003247	128000000002930
123000000002806	128000000002936
126000000002950	128000000002984
119000000002725	128000000002990
126000000002888	128000000002997
114000000002881	128000000003023
126000000003256	128000000003024
125000000002719	128000000003029
110000000002885	128000000003034
112000000002823	128000000003055
108000000002844	128000000003059
117000000002754	128000000003061
122000000003135	128000000003062
122000000003049	128000000003078
117000000003039	128000000003090
110000000002028	128000000003092
120000000003149	128000000003099
102000000002132	128000000003149
128000000003174	128000000003174
126000000003205	128000000003182
122000000002844	128000000003190
108000000002821	128000000003192
114000000002977	128000000003193
126000000002986	128000000003199
 97000000002732	128000000003212
118000000002912	128000000003217
125000000003278	128000000003223
118000000002698	128000000003237
122000000002833	128000000003244
 97000000002223	128000000003247
110000000003202	128000000003249
118000000003318	128000000003255
 94000000002707	128000000003258
112000000004025	128000000003264
124000000003171	128000000003268
122000000002781	128000000003275
108000000002623	128000000003277
123000000003254	128000000003286
 96000000002681	128000000003304
117000000003187	128000000003321
128000000003329	128000000003329
121000000003149	128000000003330
116000000003218	128000000003336
121000000003226	128000000003339
102000000002464	128000000003347
107000000003065	128000000003371
128000000003373	128000000003373
122000000003355	128000000003374
103000000003000	128000000003395
117000000003415	128000000003409
128000000003423	128000000003423
120000000003330	128000000003437
108000000002815	128000000003447
127000000003482	128000000003467
101000000002977	128000000003477
 98000000002245	128000000003480
117000000003482	128000000003484
118000000003475	128000000003490
118000000003272	128000000003497
118000000003844	128000000003508
126000000003370	128000000003511
116000000003114	128000000003514
106000000002409	128000000003516
100000000001891	128000000003523
125000000002664	128000000003524
125000000003441	128000000003526
120000000003630	128000000003574
124000000003280	128000000003595
125000000003571	128000000003605
121000000003682	128000000003607
110000000003362	128000000003612
125000000003555	128000000003613
118000000003595	128000000003620
116000000003422	128000000003625
116000000002933	128000000003630
108000000003797	128000000003634
118000000003627	128000000003658
117000000003617	128000000003659
123000000003597	128000000003661
 93000000002264	128000000003663
122000000003960	128000000003665
101000000002054	128000000003675
122000000003627	128000000003679
126000000003537	128000000003692
118000000003249	128000000003712
116000000003118	128000000003717
126000000003745	128000000003729
128000000003739	128000000003739
100000000003509	128000000003749
105000000002881	128000000003759
118000000003034	128000000003775
110000000003408	128000000003788
101000000002661	128000000003818
104000000003170	128000000003852
121000000003948	128000000003883
117000000003717	128000000003903
116000000003077	128000000003922
115000000004292	128000000003923
122000000002841	128000000003929
126000000003335	128000000003936
124000000002934	128000000003953
106000000003162	128000000003954
128000000003956	128000000003956
121000000004186	128000000003958
118000000003881	128000000003969
113000000003714	128000000003970
 98000000003000	128000000003980
 99000000002906	128000000003989
124000000003950	128000000004007
113000000003897	128000000004038
126000000003973	128000000004043
127000000003999	128000000004049
115000000003625	128000000004052
104000000003552	128000000004061
126000000002853	128000000004074
125000000003760	128000000004099
 96000000003200	128000000004102
100000000004669	128000000004108
117000000003499	128000000004109
 96000000002551	128000000004119
119000000003931	128000000004121
128000000004126	128000000004126
113000000004249	128000000004128
123000000003703	128000000004135
118000000003984	128000000004162
122000000003626	128000000004163
124000000003985	128000000004165
127000000003868	128000000004200
122000000004012	128000000004208
125000000004194	128000000004235
117000000004023	128000000004243
 98000000002531	128000000004293
115000000003735	128000000004330
118000000004156	128000000004341
120000000004320	128000000004387
124000000004330	128000000004396
109000000003710	128000000004400
112000000004166	128000000004401
108000000004850	128000000004407
117000000004464	128000000004438
125000000004287	128000000004471
 98000000004822	128000000004482
128000000004503	128000000004503
126000000004469	128000000004507
126000000004794	128000000004508
116000000004651	128000000004526
 95000000002508	128000000004540
124000000004298	128000000004551
120000000004491	128000000004598
125000000004588	128000000004605
125000000004530	128000000004609
117000000004166	128000000004621
124000000003818	128000000004643
124000000004261	128000000004665
122000000003822	128000000004670
122000000004155	128000000004674
122000000004216	128000000004691
122000000004567	128000000004697
115000000003148	128000000004708
109000000003414	128000000004716
125000000004139	128000000004758
127000000004622	128000000004776
121000000004496	128000000004786
111000000005364	128000000004820
109000000002389	128000000004821
117000000004554	128000000004824
118000000005065	128000000004827
118000000004857	128000000004834
122000000004719	128000000004838
124000000004695	128000000004878
128000000004887	128000000004887
121000000005049	128000000004903
115000000003793	128000000004923
104000000004439	128000000004933
124000000006048	128000000004952
118000000004474	128000000004953
128000000004955	128000000004955
118000000005047	128000000004976
125000000004265	128000000004988
124000000005049	128000000005016
127000000004304	128000000005028
125000000005915	128000000005052
126000000005251	128000000005127
122000000003868	128000000005128
125000000004832	128000000005129
128000000005134	128000000005134
102000000002590	128000000005137
116000000004568	128000000005152
128000000005160	128000000005160
126000000005194	128000000005161
118000000004955	128000000005174
120000000005220	128000000005182
119000000004587	128000000005187
128000000005240	128000000005240
124000000004535	128000000005247
116000000006232	128000000005248
128000000005263	128000000005263
109000000004362	128000000005265
128000000005300	128000000005300
116000000002864	128000000005338
125000000005422	128000000005400
111000000004002	128000000005406
115000000004979	128000000005421
122000000004352	128000000005460
113000000004785	128000000005481
120000000003969	128000000005548
123000000004267	128000000005564
113000000004520	128000000005620
124000000005474	128000000005627
119000000005437	128000000005640
109000000004940	128000000005662
122000000004077	128000000005690
115000000005014	128000000005741
121000000004665	128000000005824
120000000004844	128000000005834
119000000005813	128000000005858
121000000005625	128000000005890
118000000005537	128000000005900
128000000005902	128000000005902
120000000005574	128000000005946
104000000003806	128000000005953
112000000004442	128000000006014
128000000006033	128000000006033
125000000004892	128000000006056
128000000006060	128000000006060
127000000006141	128000000006126
124000000006053	128000000006135
128000000006227	128000000006227
122000000004360	128000000006277
118000000005804	128000000006282
119000000004810	128000000006350
108000000004337	128000000006352
115000000003016	128000000006355
116000000003996	128000000006371
111000000004628	128000000006394
123000000005207	128000000006395
127000000006079	128000000006475
121000000005524	128000000006497
124000000005590	128000000006530
125000000006647	128000000006580
128000000006608	128000000006608
128000000006667	128000000006667
116000000004993	128000000006672
116000000005244	128000000006733
125000000006714	128000000006763
120000000003797	128000000006788
121000000003454	128000000006831
117000000005157	128000000006835
128000000006855	128000000006855
125000000005950	128000000006877
128000000006880	128000000006880
124000000006738	128000000006887
110000000004410	128000000006922
126000000005955	128000000006938
126000000006729	128000000006942
120000000003852	128000000006956
128000000006963	128000000006963
111000000003409	128000000006990
122000000003891	128000000007030
114000000005322	128000000007040
110000000006578	128000000007083
116000000005842	128000000007091
128000000007107	128000000007107
120000000006362	128000000007155
126000000005135	128000000007158
123000000007320	128000000007203
119000000004301	128000000007208
122000000006465	128000000007215
127000000007447	128000000007235
122000000005716	128000000007260
126000000007230	128000000007265
121000000007592	128000000007269
113000000004557	128000000007350
128000000007429	128000000007429
121000000007452	128000000007439
116000000004930	128000000007445
127000000007280	128000000007449
128000000007520	128000000007520
122000000006481	128000000007545
124000000006507	128000000007582
122000000006511	128000000007605
125000000004535	128000000007671
110000000006146	128000000007728
113000000004624	128000000007764
122000000007113	128000000007870
121000000006276	128000000007907
105000000007438	128000000007918
125000000006654	128000000007923
120000000005692	128000000007929
 98000000004159	128000000007932
122000000006756	128000000007991
112000000004129	128000000008061
126000000005783	128000000008101
126000000008363	128000000008182
121000000004057	128000000008322
124000000006925	128000000008340
120000000006394	128000000008392
125000000007726	128000000008407
112000000007919	128000000008421
124000000008470	128000000008453
122000000006539	128000000008458
127000000008102	128000000008485
126000000007156	128000000008510
125000000008992	128000000008522
117000000005961	128000000008564
118000000007196	128000000008587
121000000007902	128000000008608
128000000008628	128000000008628
122000000005836	128000000008636
122000000006446	128000000008677
125000000008346	128000000008789
127000000008128	128000000008811
121000000008664	128000000008812
123000000007836	128000000008877
120000000004660	128000000008888
118000000006731	128000000008932
127000000008967	128000000008942
111000000004836	128000000008960
121000000005939	128000000008971
121000000007887	128000000008977
119000000006363	128000000008984
117000000005801	128000000009018
125000000009136	128000000009043
112000000005018	128000000009049
121000000007653	128000000009053
128000000009059	128000000009059
127000000008233	128000000009064
123000000008665	128000000009098
124000000008055	128000000009099
128000000009171	128000000009171
126000000007321	128000000009185
117000000006343	128000000009212
114000000004530	128000000009225
125000000008852	128000000009290
121000000007588	128000000009349
123000000007821	128000000009357
114000000007522	128000000009389
122000000007086	128000000009436
121000000007141	128000000009443
125000000006510	128000000009446
124000000008700	128000000009447
122000000008329	128000000009458
121000000008894	128000000009494
123000000009773	128000000009499
127000000008714	128000000009569
125000000006845	128000000009608
125000000007058	128000000009665
120000000005338	128000000009674
115000000003921	128000000009679
124000000008655	128000000009680
111000000007770	128000000009682
128000000009732	128000000009732
114000000006033	128000000009737
123000000007759	128000000009759
116000000005293	128000000009767
111000000007932	128000000009781
116000000007965	128000000009863
126000000007790	128000000009925
114000000005421	128000000009937
120000000009108	128000000010001
110000000005097	128000000010003
124000000009557	128000000010023
110000000005046	128000000010105
128000000010110	128000000010110
121000000009921	128000000010117
127000000010124	128000000010161
128000000010176	128000000010176
123000000009493	128000000010234
122000000010696	128000000010249
128000000010263	128000000010263
123000000006742	128000000010325
121000000006789	128000000010340
104000000007034	128000000010356
107000000005840	128000000010370
112000000006923	128000000010376
121000000006135	128000000010387
117000000005880	128000000010436
 99000000005842	128000000010441
118000000011221	128000000010443
128000000010462	128000000010462
122000000008774	128000000010472
127000000010122	128000000010502
122000000008827	128000000010508
127000000011338	128000000010521
128000000010563	128000000010563
127000000010449	128000000010729
116000000005604	128000000010733
122000000007777	128000000010745
118000000008423	128000000010755
122000000009577	128000000010795
119000000009276	128000000010814
128000000010869	128000000010869
121000000007213	128000000010880
113000000004963	128000000010882
117000000008625	128000000010885
121000000009716	128000000010898
125000000010173	128000000010905
112000000008282	128000000010919
120000000006817	128000000010921
119000000007969	128000000010955
122000000006742	128000000011013
116000000006692	128000000011043
122000000005377	128000000011059
125000000009002	128000000011066
125000000011262	128000000011179
121000000009251	128000000011213
118000000006356	128000000011256
125000000006797	128000000011320
126000000010533	128000000011344
123000000009468	128000000011355
123000000010227	128000000011369
126000000010703	128000000011467
127000000011097	128000000011512
119000000010470	128000000011541
125000000010990	128000000011550
116000000005424	128000000011589
126000000010437	128000000011616
124000000005891	128000000011672
119000000006867	128000000011747
126000000009806	128000000011759
124000000009504	128000000011775
124000000015003	128000000011787
127000000011689	128000000011791
115000000004966	128000000011815
102000000006158	128000000011826
124000000010891	128000000011836
107000000004878	128000000011841
122000000011666	128000000011844
117000000009275	128000000011881
120000000007312	128000000011899
126000000013078	128000000011930
128000000011941	128000000011941
110000000007440	128000000011985
123000000012102	128000000012040
123000000009029	128000000012089
126000000013652	128000000012102
123000000010846	128000000012204
125000000010362	128000000012260
119000000008433	128000000012292
119000000008614	128000000012366
110000000006084	128000000012367
128000000012369	128000000012369
128000000012376	128000000012376
127000000012608	128000000012394
128000000012396	128000000012396
128000000012399	128000000012399
128000000012412	128000000012412
117000000006957	128000000012417
114000000007348	128000000012423
102000000005132	128000000012427
126000000010567	128000000012439
125000000010642	128000000012478
122000000008168	128000000012485
121000000011822	128000000012512
118000000010019	128000000012549
109000000006747	128000000012567
124000000007997	128000000012628
117000000006665	128000000012635
125000000011841	128000000012645
126000000015426	128000000012676
117000000005545	128000000012687
123000000011558	128000000012701
112000000005740	128000000012711
128000000012720	128000000012720
108000000008003	128000000012766
115000000010270	128000000012787
128000000012794	128000000012794
117000000005631	128000000012800
123000000009657	128000000012801
124000000011813	128000000012832
107000000006330	128000000012851
123000000010841	128000000012885
105000000008523	128000000012928
127000000015229	128000000012949
110000000009991	128000000012984
125000000012644	128000000012988
118000000010059	128000000012991
117000000009888	128000000013030
127000000013054	128000000013039
122000000010776	128000000013051
125000000011034	128000000013098
114000000007244	128000000013126
118000000009003	128000000013200
127000000013188	128000000013260
123000000010703	128000000013277
128000000013286	128000000013286
125000000012951	128000000013341
 99000000010708	128000000013359
119000000008919	128000000013369
119000000009915	128000000013418
125000000011047	128000000013471
109000000007627	128000000013493
127000000012800	128000000013502
128000000013518	128000000013518
122000000011511	128000000013557
104000000009455	128000000013577
118000000009852	128000000013629
123000000012568	128000000013686
111000000006856	128000000013717
116000000009184	128000000013752
126000000012490	128000000013763
104000000007369	128000000013802
124000000010075	128000000013809
116000000007177	128000000013846
127000000014399	128000000013863
123000000013203	128000000013869
114000000007379	128000000013941
128000000014023	128000000014023
120000000007855	128000000014025
126000000012589	128000000014038
122000000006768	128000000014081
117000000007789	128000000014115
114000000010316	128000000014156
116000000006256	128000000014179
125000000012340	128000000014239
125000000012307	128000000014244
 98000000004468	128000000014292
116000000006886	128000000014298
127000000015674	128000000014300
117000000009798	128000000014334
119000000009184	128000000014362
104000000003562	128000000014384
121000000011491	128000000014385
128000000014413	128000000014413
123000000012130	128000000014429
126000000011483	128000000014435
125000000016843	128000000014438
110000000007567	128000000014457
123000000008273	128000000014473
111000000007441	128000000014503
120000000011270	128000000014506
126000000012936	128000000014532
123000000011360	128000000014570
120000000010624	128000000014593
128000000014605	128000000014605
114000000009995	128000000014606
121000000011825	128000000014642
119000000009160	128000000014724
124000000015043	128000000014766
110000000011502	128000000014773
122000000010281	128000000014798
122000000010338	128000000014804
123000000011836	128000000014827
128000000014856	128000000014856
128000000014883	128000000014883
120000000009822	128000000014887
122000000010916	128000000014888
121000000010670	128000000014903
118000000010632	128000000014919
 98000000009404	128000000015029
124000000012267	128000000015075
128000000015119	128000000015119
126000000009597	128000000015163
118000000010826	128000000015182
120000000009518	128000000015205
119000000007700	128000000015226
122000000013243	128000000015267
117000000008574	128000000015269
124000000014681	128000000015303
128000000015335	128000000015335
128000000015349	128000000015349
121000000007356	128000000015366
122000000012236	128000000015407
123000000018586	128000000015411
128000000015420	128000000015420
125000000012946	128000000015429
124000000013993	128000000015435
117000000007739	128000000015455
111000000013084	128000000015474
126000000013856	128000000015557
104000000011259	128000000015563
119000000010389	128000000015574
123000000015932	128000000015576
127000000016290	128000000015591
125000000014561	128000000015597
122000000012736	128000000015599
121000000012752	128000000015619
120000000013913	128000000015650
124000000014779	128000000015722
126000000014827	128000000015749
121000000010549	128000000015766
118000000011346	128000000015769
123000000012908	128000000015790
117000000011420	128000000015793
127000000015296	128000000015799
127000000015300	128000000015864
125000000014494	128000000015962
127000000014641	128000000016015
118000000006530	128000000016017
122000000014995	128000000016050
126000000013458	128000000016053
121000000011663	128000000016107
114000000009840	128000000016133
105000000005083	128000000016173
124000000014234	128000000016235
118000000008263	128000000016255
118000000012184	128000000016270
124000000012282	128000000016301
109000000009056	128000000016395
116000000005650	128000000016401
122000000016323	128000000016465
128000000016558	128000000016558
119000000009513	128000000016608
118000000013274	128000000016621
121000000010031	128000000016626
128000000016662	128000000016662
117000000010870	128000000016669
128000000016732	128000000016732
122000000014436	128000000016766
